,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast,summary_score,neg,neu,pos,Lon,Lat
48,Titlow Park,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,4.0,,,3.0,2,start out at a historic lodge then walk along the edge of a lagoon before heading out to the beach,"['Dogs allowed on leash', 'Good for kids', 'Lakes', 'Coast']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-122.55064824215336,47.25106245
49,Point Defiance Park,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,5.0,200.0,300.0,4.11,18,as the largest urban park in pierce county the network of roads and trails weaving through the forest preserve provides a quiet retreat for joggers cyclists and hikers,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Coast']",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2023,0.0,0.935,0.065,-122.53254596313012,47.3102952
50,Snoquera Falls Loop,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,3.9,975.0,3100.0,3.65,37,with a trailhead so easily accessible there no excuse not to visit snoquera falls best in early spring this lush forested trail features a pretty fantail cascade plunging down a sheer rocky wall,"['Dogs allowed on leash', 'Waterfalls']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.863,0.056,0.641,0.303,,
51,Pioneer Park - Mercer Island,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,1.25,200.0,300.0,4.25,4,this mercer island park offers a dense network of forest trails with tall trees and a lot of moss ferns and some seasonal wildflowers all the trails are open to hikers and bicyclists some also are designated for use by equestrians,"['Wildflowers/Meadows', 'Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-122.21893851922493,47.5419304
52,Raging River Natural Area,ISSAQUAH ALPS,1.0,,280.0,5.0,1,this area is managed primarily as important riparian habitat but there are a couple short trails one heading into the upland portion of the property and the other following along the river,"['Dogs allowed on leash', 'Good for kids', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1027,0.0,0.955,0.045,-121.91074508949097,47.53619635
53,Mercerdale Hillside Park,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,3.0,300.0,,3.0,2,stairs are the attraction at mercerdale the main stairway here includes 302 wooden steps climbing from bicentennial park to 74th place se and several other locations offer plenty of ways to get your heart rate up,"['Wildlife', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4588,0.0,0.921,0.079,-122.23854491199145,47.57890725
54,Skookum Flats,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,7.8,300.0,2550.0,3.65,23,choose between a shorter or longer river walk through old growth forest to a 250 foot cascading waterfall,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Waterfalls', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3818,0.0,0.852,0.148,-121.5739614,47.0505964
55,Big Four Ice Caves,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,2.2,220.0,1938.0,3.95,107,this is an easy walk on a wide gravel and boardwalk path to views of big four mountain and the caves beneath the snow hikers of all ages and abilities can enjoy this trail,"['Mountain views', 'Dogs allowed on leash', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.765,0.039,0.751,0.21,-121.5192461,48.0541092
56,Lower Dungeness River,OLYMPIC PENINSULA -- HOOD CANAL,12.6,2500.0,2700.0,3.78,9,the lower dungeness trail travels through mostly conifer forests high above the river with a fair bit of elevation gain for a river hike,"['Wildlife', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Waterfalls', 'Old growth', 'Good for kids', 'Fall foliage']",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5423,0.082,0.706,0.212,,
57,Tunnel Creek - Dosewallips Trailhead,OLYMPIC PENINSULA -- HOOD CANAL,6.4,4550.0,5050.0,4.0,6,tunnel creek trail has two trailheads the south side trailhead is on the dosewallips road but its notoriously steep grade to 5050 pass means it is seldom used try it and you ll find out why,"['Mountain views', 'Old growth', 'Rivers', 'Dogs allowed on leash', 'Ridges/passes']",0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
58,Iron Goat Trail,CENTRAL CASCADES -- STEVENS PASS - WEST,6.0,700.0,2800.0,4.02,42,take a hike through railroad history the old tunnels rusting relics cement snow sheds and the big red caboose should appeal to kids of all ages and the complex history of the railroad and those who built it as well as the avalanche that wiped everything away will appeal to history buffs,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Rivers', 'Waterfalls']",0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2732,0.0,0.96,0.04,-121.1478036,47.7192854
59,Granite Creek Trail to Granite Lakes,SNOQUALMIE REGION -- NORTH BEND AREA,8.8,2270.0,3070.0,4.1,52,granite creek courses through the gorge between mailbox peak and russian butte ascend through the creek s ravine immersed in mountain rainforest alongside whitewater rapids waterfalls wildflowers and mushrooms while you take in majestic views of the mountains of the middle fork valley seasonal treats include berries and fall colors,"['Mountain views', 'Wildlife', 'Waterfalls', 'Old growth', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
60,Meadowdale Beach Park - Lunds Gulch,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,2.5,425.0,425.0,3.74,34,hike down a lushly forested ravine with a babbling creek to its estuary as it empties into puget sound heading to the beach breathe in the serene panorama of brown s bay puget sound the islands and the olympic mountains watch seabirds and go beachcombing to look for crabshells anemones and other treasures,"['Mountain views', 'Dogs allowed on leash', 'Coast', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6249,0.031,0.862,0.106,,
61,Wenatchee Confluence State Park - Horan Natural Area,CENTRAL WASHINGTON -- WENATCHEE,2.5,0.0,640.0,3.5,8,horan offers two miles of graveled trails and 15 viewing stations where visitors can watch local wildlife and learn about the flora and fauna that surround them,"['Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.128,0.055,0.945,0.0,,
62,Queets Campground Loop,OLYMPIC PENINSULA -- PACIFIC COAST,2.8,50.0,300.0,3.71,7,the queets campground loop is a quintessential rainforest experience at just under three miles it provides visitors with a generous variety of nature giant spruce and hemlock rise above great galleries of fern and oxalis the wind whispers the memories of abandoned homesteads in the grasses of shrinking meadows owls hoot and frogs croak the song of an ancient melody one stands here often and wonders,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6597,0.042,0.854,0.104,,
63,Queets River,OLYMPIC PENINSULA -- PACIFIC COAST,22.0,600.0,800.0,3.91,11,the queets river trail is legendary for both its wild rainforest scenery and for the challenges it presents to the hiker to begin the trail can only be accessed after fording the glacier born queets river itself across the river the trail is primitive and remote most hikers skip this trail either because of the ford or because it dead ends at 11 miles but anglers and olympiphiles hold a special place for this valley in their hearts,"['Dogs not allowed', 'Old growth', 'Wildlife', 'Established campsites', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2617,0.033,0.91,0.058,-123.9723418,47.6349082
64,Hoh River Trail to Five Mile Island,OLYMPIC PENINSULA -- PACIFIC COAST,10.6,300.0,800.0,3.73,30,a classic hike in any season but come in winter and you ll find that the hordes of tourists hikers and climbers who use this trail in the summer have dwindled to just a trickle,"['Mountain views', 'Wildlife', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,
65,McClellan Butte,SNOQUALMIE REGION -- SNOQUALMIE PASS,9.0,3700.0,5162.0,4.14,44,along with the numerous other i 90 hikes there is no shortage of workout on this hike like its counterparts this trail is largely for those interested in heading up steeply moderated with switchbacks at times and with a gradual traverse when you need it the rewards here are not without effort the actual summit is a rock scramble but the views and the flower packed west facing slope near the top can be enjoyed without making the true top more than a few remaining old growth trees and a soft tread make this a well rounded hike whether it is a training hike or your weekend reward,"['Wildflowers/Meadows', 'Mountain views', 'Old growth', 'Summits']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634,0.05,0.735,0.215,-121.6222901,47.4069016
66,Bob Heirman Wildlife Preserve,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,3.0,82.0,92.0,2.14,7,if you just need some quiet time in nature and are not looking for a big workout this little walk will be perfect there is good access to the snohomish river where you can find a place to throw a line in the water plus some good birding opportunities near the small lakes,"['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9022,0.0,0.792,0.208,,
67,Spencer Island,PUGET SOUND AND ISLANDS -- SEATTLE-TACOMA AREA,6.6,0.0,15.0,3.18,17,spencer island is part of a larger area known as the snohomish river estuary and is a stop on the washington state great birding trail the mix of saltwater from possession sound and fresh water from the snohomish river create a unique ecosystem making it one of the best birding spots in puget sound on this walk you don t want to forget your binoculars,"['Mountain views', 'Wildlife', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.872,0.057,0.749,0.194,-122.1570857620111,47.9983175
68,Camano Island State Park,PUGET SOUND AND ISLANDS -- BELLINGHAM AREA,2.6,200.0,200.0,2.83,12,a fine little park with beach access camping a boat launch and trails a popular park in the summer this is a great place for a quiet off season hike on this loop trail there are views a forest walk birding and beachcombing,"['Dogs allowed on leash', 'Good for kids', 'Coast']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8271,0.0,0.796,0.204,-122.49123829369817,48.12565235
69,Ebey's Landing,PUGET SOUND AND ISLANDS -- WHIDBEY ISLAND,5.6,260.0,260.0,4.29,65,perched on a bluff overlooking majestic puget sound is the unique acreage of ebey s landing in addition to the bluff trail visitors can experience the seaport town of coupeville observe working farms and get their fill of wildlife viewing all in a tiny national park on whidbey island,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Coast']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-122.73461287403438,48.201469349999996
70,Greenbank Farm,PUGET SOUND AND ISLANDS -- WHIDBEY ISLAND,14.0,275.0,300.0,3.17,6,greenbank farm was saved from becoming a housing community by partnerships with local land officials and the trust for public land thanks to protection from island county and the nature conservancy hikers can explore the many trails that web the more than 500 acres of fields that surround the expansive property of greenbank,"['Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8402,0.0,0.845,0.155,-122.57794591620981,48.11320495
71,South Whidbey State Park,PUGET SOUND AND ISLANDS -- WHIDBEY ISLAND,7.0,200.0,400.0,3.86,7,with commanding views of the puget sound and olympic mountains this 347 acre park also has opportunities for bird watching clamming and crabbing and offers 3 5 miles of hiking trails in old growth forest and along a stretch of unspoiled saltwater shoreline,"['Mountain views', 'Old growth', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,0.0,0.88,0.12,-122.58999307145268,48.05782645
72,Double Bluff,PUGET SOUND AND ISLANDS -- WHIDBEY ISLAND,4.0,,,3.54,13,looking for a great day at the beach with the dog double bluff is the place to be time it just right and at low tide you could walk for miles,"['Wildlife', 'Coast', 'Mountain views', 'Dogs allowed on leash', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4588,0.061,0.819,0.12,-122.5512608,47.9728703
73,Rasar State Park,NORTH CASCADES -- NORTH CASCADES HIGHWAY - HWY 20,3.0,20.0,125.0,3.67,6,explore a beautiful state park near the skagit river with an extensive trail network and beautiful campsites,"['Mountain views', 'Wildlife', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8316,0.0,0.642,0.358,-121.9034100020175,48.515915050000004
74,Anti-Aircraft Peak Loop,ISSAQUAH ALPS -- COUGAR MOUNTAIN,4.75,450.0,1380.0,3.05,20,hike a loop around anti aircraft peak in the cougar mountain regional wildland park hike past sites associated with coal and clay mining and a former 1950s era anti aircraft missile installation enjoy good forest trails some seasonal wildflowers and a million dollar view,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Ridges/passes', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3612,0.096,0.776,0.128,,
75,May Valley Loop,ISSAQUAH ALPS -- SQUAK MOUNTAIN,6.6,1684.0,2024.0,3.0,24,this forested park a wilderness with glimpses of issaquah below has miles of winding trails alongside bubbling creeks and narrow ravines there are several trail loop options on this 2 024 foot high mountain with multi use trails and a natural area hikers have plenty to explore in this quiet sanctuary outside of issaquah,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3612,0.0,0.952,0.048,-122.0543397,47.4900142
76,Wildside Trail-De Leo Wall,ISSAQUAH ALPS -- COUGAR MOUNTAIN,4.2,489.0,1122.0,2.81,21,a moderate year round loop trail in the issaquah alps that is popular with hikers dog walkers and trail runners entering the large parking area at the red town trailhead one of several in this 3 100 acre regional park it s hard to imagine that what is today a lush green forest was once a busy coalmine operation now all that remains are nearly forgotten place names a few carefully preserved artifacts and caution signs warning of the hazards of travel off established trails,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1027,0.068,0.881,0.051,,
77,Red Town Meadow & Trails,ISSAQUAH ALPS -- COUGAR MOUNTAIN,1.5,150.0,800.0,3.25,8,hike easy very green trails in the northwest corner of cougar mountain regional wildland park view artifacts from the coal mining era as optional hike extensions look in on far country falls or check out the ongoing downstream coal creek trail,"['Wildflowers/Meadows', 'Wildlife', 'Waterfalls', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4404,0.0,0.932,0.068,,
78,Rattlesnake Mountain - Grand Prospect,SNOQUALMIE REGION -- NORTH BEND AREA,8.4,2120.0,3100.0,4.0,2,this hike on rattlesnake mountain near north bend follows good trails through second growth forest with possible wildlife sightings it leads to some outstanding high viewpoints in spite of the name there are no rattlesnakes here,"['Mountain views', 'Dogs allowed on leash', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5994,0.121,0.672,0.206,,
79,Rattlesnake Mountain,SNOQUALMIE REGION -- NORTH BEND AREA,21.0,2520.0,3500.0,3.66,44,if you ve hiked to rattlesnake ledges and beyond from rattlesnake lake this is a delightful alternative thanks to the handiwork of various groups in the outdoor community hikers can now reach rattlesnake mountain from the west starting from a trailhead at snoqualmie point,"['Mountain views', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783,0.0,0.833,0.167,-119.6734077,48.8429298
80,Perry Creek,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,10.5,3400.0,5250.0,4.24,29,perry creek proves you can have it all in a single hike old growth forest wildflowers waterfalls meadows expansive mountain views even lakes tread lightly though due to its unparalleled diversity of native plants the area between the summits of stillaguamish peak mount forgotten and mount dickerman is a research natural area that could in theory be closed to all uses but scientific study,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs allowed on leash', 'Fall foliage', 'Mountain views', 'Old growth', 'Summits', 'Waterfalls']",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2732,0.023,0.922,0.055,-123.0430192,47.0487131
81,Big Four Ice Caves Snowshoe,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,7.0,250.0,1800.0,3.9,10,while this is a popular location to snowshoe in wintertime there is high risk in winter from avalanches off the mountain that feeds these caves keep to the main trail and do not venture onto the snowfields at the end of the route,"['Mountain views', 'Old growth', 'Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.047,0.891,0.062,,
82,Mount Forgotten,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,13.0,4300.0,6005.0,4.29,14,mount forgotten is an appealing target for the peculiarly determined hiker turned climber its sheer wall of a summit is very striking and easily instills visions of alpinism in those headed to mount forgotten meadows but the route takes a roundabout journey that requires not so much vertiginous daring do as it does oodles of patience the views from the top are spectacular particularly the unobstructed view straight up glacier peak,"['Wildflowers/Meadows', 'Mountain views', 'Waterfalls', 'Old growth', 'Summits', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8433,0.053,0.776,0.171,-121.4450867,48.098796
